REF_AREA,TIME_PERIOD,OBS_VALUE,category
CRI,1997-Q3,537656.9,Consumption
CRI,1997-Q4,556732.8,Consumption
CRI,1998-Q1,575141,Consumption
CRI,1998-Q2,592567.2,Consumption
CRI,1998-Q3,613156.3,Consumption
CRI,1998-Q4,635321.9,Consumption
CRI,1999-Q1,656192.1,Consumption
CRI,1999-Q2,685009.3,Consumption
CRI,1992-Q1,190917.4,Consumption
CRI,1992-Q2,203443.4,Consumption
CRI,1992-Q3,216440.6,Consumption
CRI,1992-Q4,227479.1,Consumption
CRI,1993-Q1,234565.8,Consumption
CRI,1993-Q2,243149.3,Consumption
CRI,1993-Q3,256546.3,Consumption
CRI,2013-Q3,4250413.5,Consumption
CRI,2013-Q4,4316949.7,Consumption
CRI,2014-Q1,4476552.9,Consumption
CRI,2014-Q2,4590314.4,Consumption
CRI,2014-Q3,4696570.3,Consumption
CRI,2014-Q4,4774998.1,Consumption
CRI,2015-Q1,4819341.4,Consumption
CRI,2015-Q2,4885215,Consumption
CRI,2015-Q3,4928579.5,Consumption
CRI,2015-Q4,4959151.5,Consumption
CRI,2016-Q1,5005291.5,Consumption
CRI,2016-Q2,5051738.9,Consumption
CRI,2016-Q3,5198795.7,Consumption
CRI,2016-Q4,5283734.7,Consumption
CRI,2017-Q1,5414327.9,Consumption
CRI,2017-Q2,5574973.7,Consumption
CRI,2017-Q3,5645213.8,Consumption
CRI,2017-Q4,5727719,Consumption
CRI,2018-Q1,5832333.5,Consumption
CRI,2018-Q2,5833187.9,Consumption
CRI,2018-Q3,5829700.1,Consumption
CRI,2018-Q4,5866825.6,Consumption
CRI,2019-Q1,5946119.6,Consumption
CRI,2019-Q2,6047117.2,Consumption
CRI,2019-Q3,6129884.7,Consumption
CRI,2019-Q4,6174052.7,Consumption
CRI,2020-Q1,6151389.9,Consumption
CRI,2020-Q2,5513034.8,Consumption
CRI,2020-Q3,5446612.1,Consumption
CRI,2020-Q4,5682830.7,Consumption
CRI,2021-Q1,6165388,Consumption
CRI,2021-Q2,6304235.9,Consumption
CRI,2021-Q3,6434045.6,Consumption
CRI,2021-Q4,6627233.1,Consumption
CRI,2022-Q1,6878402.2,Consumption
CRI,2022-Q2,7140099.2,Consumption
CRI,2022-Q3,7365790.5,Consumption
CRI,2022-Q4,7414981.8,Consumption
CRI,2023-Q1,7499575,Consumption
CRI,2003-Q3,1206051,Consumption
CRI,2003-Q4,1249741.5,Consumption
CRI,1999-Q3,702444.5,Consumption
CRI,1999-Q4,724910.6,Consumption
CRI,2000-Q1,741226.3,Consumption
CRI,2000-Q2,748629.2,Consumption
CRI,2000-Q3,776578.6,Consumption
CRI,2000-Q4,798255.7,Consumption
CRI,2001-Q1,819609.9,Consumption
CRI,2004-Q1,1309619.2,Consumption
CRI,2004-Q2,1351288.1,Consumption
CRI,2004-Q3,1406394.9,Consumption
CRI,2004-Q4,1469873.5,Consumption
CRI,2005-Q1,1539935.4,Consumption
CRI,2005-Q2,1630271.7,Consumption
CRI,2005-Q3,1710581.3,Consumption
CRI,2005-Q4,1804298.2,Consumption
CRI,2006-Q1,1867675.1,Consumption
CRI,2006-Q2,1962256.3,Consumption
CRI,2006-Q3,2046041.6,Consumption
CRI,2006-Q4,2135115.1,Consumption
CRI,2007-Q1,2252758.7,Consumption
CRI,2007-Q2,2342781,Consumption
CRI,2007-Q3,2446714.3,Consumption
CRI,2007-Q4,2574702.9,Consumption
CRI,2008-Q1,2712394.4,Consumption
CRI,2008-Q2,2810640.6,Consumption
CRI,2008-Q3,2942470.5,Consumption
CRI,2008-Q4,2977101.6,Consumption
CRI,2009-Q1,2835099.9,Consumption
CRI,2009-Q2,2886640.4,Consumption
CRI,2009-Q3,2943559.9,Consumption
CRI,2017-Q1,1628529.1,Investment
CRI,2017-Q2,1506617.5,Investment
CRI,2017-Q3,1494520,Investment
CRI,2017-Q4,1594753,Investment
CRI,2018-Q1,1709238.3,Investment
CRI,2018-Q2,1819994.1,Investment
CRI,2018-Q3,1567655.9,Investment
CRI,2018-Q4,1581159.7,Investment
CRI,2019-Q1,1621049,Investment
CRI,2019-Q2,1579530.4,Investment
CRI,2019-Q3,1514988.1,Investment
CRI,2019-Q4,1428740.1,Investment
CRI,2020-Q1,1377750.9,Investment
CRI,2010-Q1,945475.8,Investment
CRI,2010-Q2,998396,Investment
CRI,2010-Q3,980300.6,Investment
CRI,2010-Q4,1007667.3,Investment
CRI,2011-Q1,991784.3,Investment
CRI,2011-Q2,1017198.4,Investment
CRI,2011-Q3,1157840.7,Investment
CRI,2011-Q4,1169839.3,Investment
CRI,2012-Q1,1176999.5,Investment
CRI,2012-Q2,1084007,Investment
CRI,2020-Q2,1400015.9,Investment
CRI,2020-Q3,1573803.1,Investment
CRI,2020-Q4,1546902.4,Investment
CRI,1994-Q2,98464.6,Investment
CRI,1994-Q3,80996.2,Investment
CRI,1994-Q4,75394,Investment
CRI,1995-Q1,103185.3,Investment
CRI,1995-Q2,84781.3,Investment
CRI,1995-Q3,86907.1,Investment
CRI,1995-Q4,110056.5,Investment
CRI,1996-Q1,101227,Investment
CRI,1996-Q2,104083.2,Investment
CRI,1996-Q3,115005.7,Investment
CRI,1996-Q4,112224.9,Investment
CRI,1997-Q1,136740.9,Investment
CRI,1997-Q2,124996.3,Investment
CRI,1997-Q3,124225.4,Investment
CRI,1997-Q4,183933.8,Investment
CRI,1998-Q1,195450.6,Investment
CRI,1998-Q2,177259.8,Investment
CRI,1998-Q3,186126.1,Investment
CRI,1998-Q4,217722.3,Investment
CRI,1999-Q1,201452.6,Investment
CRI,1999-Q2,212246.8,Investment
CRI,1992-Q1,48416,Investment
CRI,1992-Q2,56399.7,Investment
CRI,1992-Q3,70761.5,Investment
CRI,1992-Q4,65361,Investment
CRI,1993-Q1,63419.6,Investment
CRI,1993-Q2,77255,Investment
CRI,1993-Q3,76401.2,Investment
CRI,1993-Q4,74690.5,Investment
CRI,1994-Q1,86793.5,Investment
CRI,1991-Q1,42083.5,Investment
CRI,1991-Q2,41590.9,Investment
CRI,1991-Q3,43982.5,Investment
CRI,1991-Q4,32983.5,Investment
CRI,2021-Q1,1679047.5,Investment
CRI,2021-Q3,1825734.9,Investment
CRI,2021-Q4,2063698.6,Investment
CRI,2022-Q1,2124033,Investment
CRI,2012-Q3,1145417,Investment
CRI,2012-Q4,1290096.2,Investment
CRI,2013-Q1,1298256.3,Investment
CRI,2013-Q2,1272747.5,Investment
CRI,2013-Q3,1236844.3,Investment
CRI,2013-Q4,1253415.8,Investment
CRI,1999-Q3,229283,Investment
CRI,1999-Q4,218944,Investment
CRI,2000-Q1,216929.1,Investment
CRI,2000-Q2,238652,Investment
CRI,2000-Q3,253632.2,Investment
CRI,2000-Q4,248967.1,Investment
CRI,2001-Q1,239649.2,Investment
CRI,2001-Q2,261560.8,Investment
CRI,2001-Q3,278162,Investment
CRI,2001-Q4,280732.8,Investment
CRI,2002-Q1,291353.5,Investment
CRI,2002-Q2,317144.6,Investment
CRI,2002-Q3,288115.7,Investment
CRI,2002-Q4,298633.2,Investment
CRI,2003-Q1,339434,Investment
CRI,2014-Q1,1396642.8,Investment
CRI,2014-Q2,1393986,Investment
CRI,2014-Q3,1339103.7,Investment
CRI,2014-Q4,1302813.8,Investment
CRI,2015-Q1,1363214.1,Investment
CRI,2015-Q2,1467309.8,Investment
CRI,2015-Q3,1530945.9,Investment
CRI,2015-Q4,1368612.4,Investment
CRI,2016-Q1,1358537.9,Investment
CRI,2016-Q2,1476026.1,Investment
CRI,2016-Q3,1562698.6,Investment
CRI,2016-Q4,1658273.7,Investment
CRI,2022-Q2,1895873.1,Investment
CRI,2022-Q3,1914993.2,Investment
CRI,2022-Q4,2000855,Investment
CRI,2023-Q1,1830455.1,Investment
CRI,2023-Q2,1690535,Investment
CRI,2023-Q3,1895693.8,Investment
CRI,2023-Q4,1767602.3,Investment
CRI,2024-Q1,1816927.9,Investment
CRI,2024-Q2,1990464.7,Investment
CRI,2024-Q3,1919646.1,Investment
CRI,2024-Q4,1971273.1,Investment
CRI,2003-Q2,313099.1,Investment
CRI,2003-Q3,307026.7,Investment
CRI,2003-Q4,333442.8,Investment
CRI,2004-Q1,329127.8,Investment
CRI,2004-Q2,391528.3,Investment
CRI,2004-Q3,411065.8,Investment
CRI,2004-Q4,410969.8,Investment
CRI,2005-Q1,412829.4,Investment
CRI,2005-Q2,404803.7,Investment
CRI,2005-Q3,479935,Investment
CRI,2005-Q4,499072.1,Investment
CRI,2006-Q1,500822.5,Investment
CRI,2006-Q2,578501.4,Investment
CRI,2006-Q3,659945,Investment
CRI,2006-Q4,686171.3,Investment
CRI,2007-Q1,752116.8,Investment
CRI,2007-Q2,788599.7,Investment
CRI,2007-Q3,824313.2,Investment
CRI,2007-Q4,835106.3,Investment
CRI,2008-Q1,935567.1,Investment
CRI,2008-Q2,1166845.4,Investment
CRI,2008-Q3,1130445.6,Investment
CRI,2008-Q4,782410,Investment
CRI,2009-Q1,706228.8,Investment
CRI,2009-Q2,717210.7,Investment
CRI,2009-Q3,874618.9,Investment
CRI,2009-Q4,917742.9,Investment
CRI,1997-Q4,100091,Public_spending
CRI,1998-Q1,101166.6,Public_spending
CRI,1998-Q2,114235.8,Public_spending
CRI,1998-Q3,115531.1,Public_spending
CRI,1998-Q4,119591.7,Public_spending
CRI,1999-Q1,131786.3,Public_spending
CRI,1999-Q2,127558.1,Public_spending
CRI,1999-Q3,138351.5,Public_spending
CRI,1994-Q2,53076.5,Public_spending
CRI,1994-Q3,55844.5,Public_spending
CRI,1994-Q4,59806.5,Public_spending
CRI,1995-Q1,63233.8,Public_spending
CRI,1995-Q2,65651,Public_spending
CRI,1995-Q3,68187.6,Public_spending
CRI,2011-Q1,876641.8,Public_spending
CRI,2011-Q2,908681.6,Public_spending
CRI,2011-Q3,944775.2,Public_spending
CRI,2011-Q4,942003.4,Public_spending
CRI,2012-Q1,979120.8,Public_spending
CRI,2012-Q2,987973.2,Public_spending
CRI,2012-Q3,988411.2,Public_spending
CRI,2012-Q4,1030701.3,Public_spending
CRI,2013-Q1,1041838.8,Public_spending
CRI,2013-Q2,1078045.7,Public_spending
CRI,2013-Q3,1105153.2,Public_spending
CRI,2013-Q4,1128896.7,Public_spending
CRI,2014-Q1,1149966.1,Public_spending
CRI,2014-Q2,1177124.2,Public_spending
CRI,1992-Q1,32457,Public_spending
CRI,1992-Q2,33830.4,Public_spending
CRI,1992-Q3,35032.1,Public_spending
CRI,1992-Q4,37328.1,Public_spending
CRI,1993-Q1,39406.5,Public_spending
CRI,1993-Q2,41757.7,Public_spending
CRI,1993-Q3,44369.4,Public_spending
CRI,1993-Q4,46927.6,Public_spending
CRI,1994-Q1,49176.9,Public_spending
CRI,1991-Q1,26224.6,Public_spending
CRI,1991-Q2,27917.9,Public_spending
CRI,1991-Q3,29782.9,Public_spending
CRI,1991-Q4,31075.8,Public_spending
CRI,1999-Q4,144037.9,Public_spending
CRI,2016-Q2,1340428.6,Public_spending
CRI,2016-Q3,1333381.1,Public_spending
CRI,2016-Q4,1374317.4,Public_spending
CRI,2017-Q1,1384511.9,Public_spending
CRI,2017-Q2,1388619.2,Public_spending
CRI,2017-Q3,1426584.9,Public_spending
CRI,2017-Q4,1429401.7,Public_spending
CRI,2018-Q1,1460210.3,Public_spending
CRI,2018-Q2,1463453.1,Public_spending
CRI,2018-Q3,1459694.6,Public_spending
CRI,2018-Q4,1436005.5,Public_spending
CRI,2019-Q1,1565866.8,Public_spending
CRI,2019-Q2,1571919.3,Public_spending
CRI,2019-Q3,1582610.9,Public_spending
CRI,2019-Q4,1597212.9,Public_spending
CRI,2020-Q1,1591523.9,Public_spending
CRI,2020-Q2,1612055.1,Public_spending
CRI,2020-Q3,1600363.9,Public_spending
CRI,2000-Q4,166647.4,Public_spending
CRI,2001-Q1,174277.6,Public_spending
CRI,2001-Q2,183504.3,Public_spending
CRI,2001-Q3,189662.9,Public_spending
CRI,2001-Q4,200874.8,Public_spending
CRI,2002-Q1,206666.9,Public_spending
CRI,2002-Q2,215367.3,Public_spending
CRI,2002-Q3,223862.6,Public_spending
CRI,2002-Q4,228215.6,Public_spending
CRI,2003-Q1,236807,Public_spending
CRI,2003-Q2,244801.7,Public_spending
CRI,2003-Q3,251468.5,Public_spending
CRI,2003-Q4,262515.2,Public_spending
CRI,2004-Q1,271341.8,Public_spending
CRI,2004-Q2,279747.6,Public_spending
CRI,2004-Q3,286807.5,Public_spending
CRI,2004-Q4,295882.1,Public_spending
CRI,2005-Q1,302498.9,Public_spending
CRI,2005-Q2,314520.8,Public_spending
CRI,2005-Q3,330840.8,Public_spending
CRI,2005-Q4,341633.4,Public_spending
CRI,2006-Q1,359063.1,Public_spending
CRI,2006-Q2,374150.8,Public_spending
CRI,2006-Q3,382548.1,Public_spending
CRI,2006-Q4,409073.8,Public_spending
CRI,2007-Q1,417425.3,Public_spending
CRI,2007-Q2,429609.3,Public_spending
CRI,2007-Q3,465819.1,Public_spending
CRI,2007-Q4,465500.9,Public_spending
CRI,2008-Q1,502150.3,Public_spending
CRI,2008-Q2,530830.3,Public_spending
CRI,2008-Q3,559017.6,Public_spending
CRI,2008-Q4,608959,Public_spending
CRI,2009-Q1,641441.7,Public_spending
CRI,2009-Q2,681732.4,Public_spending
CRI,2009-Q3,703777.7,Public_spending
CRI,2009-Q4,747978.8,Public_spending
CRI,2010-Q1,782599.6,Public_spending
CRI,2010-Q2,806106.3,Public_spending
CRI,2010-Q3,838787.2,Public_spending
CRI,2010-Q4,860852.4,Public_spending
CRI,2021-Q2,1586702.1,Public_spending
CRI,2021-Q3,1685255.8,Public_spending
CRI,2021-Q4,1709233.5,Public_spending
CRI,2022-Q1,1723736.4,Public_spending
CRI,2022-Q2,1749511.2,Public_spending
CRI,2022-Q3,1725487.7,Public_spending
CRI,2022-Q4,1729732.3,Public_spending
CRI,2023-Q1,1746884.7,Public_spending
CRI,2023-Q2,1743797.6,Public_spending
CRI,2023-Q3,1753349.5,Public_spending
CRI,2023-Q4,1760875.7,Public_spending
CRI,2024-Q1,1772382.5,Public_spending
CRI,2024-Q2,1791838.8,Public_spending
CRI,2024-Q3,1810993.1,Public_spending
CRI,2024-Q4,1838722,Public_spending
CRI,2014-Q3,1212818.4,Public_spending
CRI,2014-Q4,1229620.2,Public_spending
CRI,2015-Q1,1262481.1,Public_spending
CRI,2015-Q2,1271479.3,Public_spending
CRI,2015-Q3,1282499.6,Public_spending
CRI,2015-Q4,1301450.5,Public_spending
CRI,2016-Q1,1307162.6,Public_spending
CRI,2020-Q4,1644991.9,Public_spending
CRI,2021-Q1,1679892.9,Public_spending
CRI,1995-Q4,71509.5,Public_spending
CRI,1996-Q1,75206.8,Public_spending
CRI,1996-Q2,76615.9,Public_spending
CRI,1996-Q3,81109.1,Public_spending
CRI,1996-Q4,83348.8,Public_spending
CRI,1997-Q1,86202.3,Public_spending
CRI,1997-Q2,90480,Public_spending
CRI,1997-Q3,94661.7,Public_spending
CRI,2000-Q2,155313,Public_spending
CRI,2000-Q3,161557.6,Public_spending
CRI,2022-Q2,11090592.6,GDP
CRI,2022-Q3,11388712,GDP
CRI,2022-Q4,11534568.3,GDP
CRI,2023-Q1,11655749.5,GDP
CRI,2023-Q2,11655796,GDP
CRI,2023-Q3,11843281.2,GDP
CRI,2023-Q4,11909772.6,GDP
CRI,2024-Q1,12005226.6,GDP
CRI,2024-Q2,12271572,GDP
CRI,2024-Q3,12316108.6,GDP
CRI,2024-Q4,12529714,GDP
CRI,1997-Q2,704991.8,GDP
CRI,1997-Q3,731498.2,GDP
CRI,1997-Q4,800555.6,GDP
CRI,1998-Q1,833205.7,GDP
CRI,1998-Q2,858590.9,GDP
CRI,1998-Q3,886398.7,GDP
CRI,1998-Q4,932780.8,GDP
CRI,1999-Q1,952873.5,GDP
CRI,1999-Q2,993690.9,GDP
CRI,1999-Q3,1035989.6,GDP
CRI,2001-Q3,1333222,GDP
CRI,2001-Q4,1372269.8,GDP
CRI,2002-Q1,1402994.7,GDP
CRI,2002-Q2,1479921.3,GDP
CRI,2002-Q3,1522565.9,GDP
CRI,2002-Q4,1560772.5,GDP
CRI,2003-Q1,1630828.4,GDP
CRI,2003-Q2,1679742.9,GDP
CRI,2003-Q3,1743064.6,GDP
CRI,2003-Q4,1831551.3,GDP
CRI,2004-Q1,1907922.4,GDP
CRI,2004-Q2,2000494.4,GDP
CRI,2004-Q3,2074208.1,GDP
CRI,2004-Q4,2165923.1,GDP
CRI,2005-Q1,2233430.5,GDP
CRI,2005-Q2,2338195.1,GDP
CRI,2005-Q3,2458388.3,GDP
CRI,2005-Q4,2549891.4,GDP
CRI,2006-Q1,2693846.5,GDP
CRI,2006-Q2,2824828,GDP
CRI,2006-Q3,2964840.9,GDP
CRI,2006-Q4,3132643.9,GDP
CRI,2007-Q1,3277784.4,GDP
CRI,2007-Q2,3396115.9,GDP
CRI,2007-Q3,3538397.6,GDP
CRI,2007-Q4,3681181.4,GDP
CRI,1992-Q2,278226.5,GDP
CRI,1992-Q3,302405.6,GDP
CRI,1992-Q4,312798,GDP
CRI,1993-Q1,305793.2,GDP
CRI,1993-Q2,330726.1,GDP
CRI,1993-Q3,352813.3,GDP
CRI,1993-Q4,374780.3,GDP
CRI,1994-Q1,390245.7,GDP
CRI,1994-Q2,407264.3,GDP
CRI,1994-Q3,415975.3,GDP
CRI,1994-Q4,434552.6,GDP
CRI,1995-Q1,504833.4,GDP
CRI,1995-Q2,490801.1,GDP
CRI,1995-Q3,510104.8,GDP
CRI,1995-Q4,568815.8,GDP
CRI,1996-Q1,575172.7,GDP
CRI,1996-Q2,583507.3,GDP
CRI,1996-Q3,618572.4,GDP
CRI,1996-Q4,646495.2,GDP
CRI,1997-Q1,689848.8,GDP
CRI,2013-Q1,6182781.2,GDP
CRI,2013-Q2,6315550.1,GDP
CRI,2013-Q3,6446642.8,GDP
CRI,2013-Q4,6542890.1,GDP
CRI,1991-Q1,201362.6,GDP
CRI,1991-Q2,214086.1,GDP
CRI,1991-Q3,224906.6,GDP
CRI,1991-Q4,241598.5,GDP
CRI,1992-Q1,259207.8,GDP
CRI,2014-Q1,6774888.2,GDP
CRI,2012-Q2,5858111.7,GDP
CRI,2012-Q3,5957011.2,GDP
CRI,2012-Q4,6153243.6,GDP
CRI,2008-Q1,3837742.9,GDP
CRI,2000-Q1,1109353.8,GDP
CRI,2000-Q2,1132595.3,GDP
CRI,2000-Q3,1178950.5,GDP
CRI,2000-Q4,1205480.4,GDP
CRI,2001-Q1,1253323.4,GDP
CRI,2001-Q2,1294782.4,GDP
CRI,2008-Q2,4042438.9,GDP
CRI,2021-Q2,1894858.9,Investment
CRI,2013-Q2,4162727.4,Consumption
CRI,2008-Q3,4136668.2,GDP
CRI,2008-Q4,4190098.3,GDP
CRI,2009-Q1,4210077.3,GDP
CRI,2009-Q2,4320269.8,GDP
CRI,2009-Q3,4483420.6,GDP
CRI,2009-Q4,4631016.7,GDP
CRI,2010-Q1,4821728.8,GDP
CRI,2010-Q2,4898777.4,GDP
CRI,2010-Q3,5001273.4,GDP
CRI,2010-Q4,5096389.5,GDP
CRI,2011-Q1,5185474.2,GDP
CRI,2011-Q2,5352884,GDP
CRI,2011-Q3,5478941.1,GDP
CRI,2011-Q4,5621059,GDP
CRI,2012-Q1,5798390.3,GDP
CRI,2014-Q2,6922206,GDP
CRI,2014-Q3,7091537.5,GDP
CRI,2014-Q4,7226794.5,GDP
CRI,2015-Q1,7404121,GDP
CRI,2015-Q2,7540772.3,GDP
CRI,2015-Q3,7618667.6,GDP
CRI,2015-Q4,7603804.6,GDP
CRI,2016-Q1,7706965.4,GDP
CRI,2016-Q2,7848841.5,GDP
CRI,2016-Q3,8084846.7,GDP
CRI,2016-Q4,8426557.1,GDP
CRI,2017-Q1,8390574.6,GDP
CRI,2017-Q2,8573914.7,GDP
CRI,2017-Q3,8660530.1,GDP
CRI,2017-Q4,8772656.4,GDP
CRI,2018-Q1,9033086,GDP
CRI,2018-Q2,9049100.9,GDP
CRI,2018-Q3,8961669.5,GDP
CRI,2018-Q4,8975567.3,GDP
CRI,2019-Q1,9246995.9,GDP
CRI,2019-Q2,9431565.7,GDP
CRI,2019-Q3,9528267.6,GDP
CRI,2019-Q4,9567601.2,GDP
CRI,2020-Q1,9614459.3,GDP
CRI,2020-Q2,8584098.1,GDP
CRI,2020-Q3,8873467.5,GDP
CRI,2020-Q4,9357438.9,GDP
CRI,2021-Q1,9660390.4,GDP
CRI,2021-Q2,9877398.7,GDP
CRI,2021-Q3,10268327,GDP
DNK,1993-Q1,230083.7,GDP
DNK,1993-Q3,233331.4,GDP
DNK,1993-Q4,235040.8,GDP
DNK,1994-Q1,242144.6,GDP
DNK,2007-Q3,436325.3,GDP
DNK,1994-Q4,254330.9,GDP
DNK,1995-Q1,257595.9,GDP
DNK,1995-Q2,257770.6,GDP
DNK,1995-Q3,258159.4,GDP
DNK,1995-Q4,262069.3,GDP
DNK,1996-Q1,264899.3,GDP
DNK,1996-Q3,274635,GDP
DNK,1993-Q2,229463.5,GDP
DNK,2020-Q3,590513.8,GDP
DNK,2020-Q4,597644.8,GDP
DNK,2021-Q1,609383.1,GDP
DNK,2021-Q2,630377.1,GDP
DNK,2021-Q3,648759.1,GDP
DNK,2021-Q4,679000.7,GDP
DNK,2022-Q1,682920.2,GDP
DNK,2022-Q2,709494.3,GDP
DNK,1991-Q1,222143.2,GDP
DNK,1991-Q2,221935.5,GDP
DNK,1991-Q3,224635.1,GDP
DNK,1991-Q4,221554.3,GDP
DNK,1992-Q1,228874.3,GDP
DNK,1992-Q2,229046.2,GDP
DNK,1992-Q3,232367.1,GDP
DNK,1992-Q4,233033.5,GDP
DNK,1994-Q2,247471.1,GDP
DNK,1994-Q3,248421,GDP
DNK,1998-Q4,301167.8,GDP
DNK,1999-Q1,303705.8,GDP
DNK,1999-Q2,307769.7,GDP
DNK,1999-Q3,310748.5,GDP
DNK,1999-Q4,318756.3,GDP
DNK,2000-Q1,323516.8,GDP
DNK,2000-Q2,329024.9,GDP
DNK,2000-Q3,331469.6,GDP
DNK,2000-Q4,341971.3,GDP
DNK,2001-Q1,337693.1,GDP
DNK,2001-Q2,340833.6,GDP
DNK,2001-Q3,344884.8,GDP
DNK,2001-Q4,348864.9,GDP
DNK,2002-Q1,348666,GDP
DNK,2002-Q2,351740.7,GDP
DNK,2002-Q3,355125.5,GDP
DNK,2002-Q4,355947.1,GDP
DNK,2003-Q1,357467.9,GDP
DNK,2003-Q2,355649.3,GDP
DNK,2003-Q3,359250.6,GDP
DNK,2003-Q4,366525.5,GDP
DNK,2004-Q1,371905.1,GDP
DNK,2004-Q2,373750.6,GDP
DNK,2004-Q3,378360,GDP
DNK,2004-Q4,385658.6,GDP
DNK,2005-Q1,387169.1,GDP
DNK,2005-Q2,396875.1,GDP
DNK,2005-Q3,400386.3,GDP
DNK,2005-Q4,405648,GDP
DNK,2006-Q1,412378.3,GDP
DNK,2006-Q2,425289,GDP
DNK,2006-Q3,425107.7,GDP
DNK,2006-Q4,422465.8,GDP
DNK,2007-Q1,430399.2,GDP
DNK,2007-Q2,428235.5,GDP
DNK,1996-Q2,271569.4,GDP
DNK,1999-Q3,151842.2,Consumption
DNK,1999-Q4,153825.8,Consumption
DNK,1992-Q1,115118.4,Consumption
DNK,1992-Q3,115644.6,Consumption
DNK,1992-Q4,115836.2,Consumption
DNK,1993-Q1,114262.6,Consumption
DNK,1993-Q2,113472,Consumption
DNK,1993-Q3,115418.6,Consumption
DNK,1993-Q4,118924.8,Consumption
DNK,1994-Q1,123539.2,Consumption
DNK,1994-Q2,125835.5,Consumption
DNK,1991-Q1,110071,Consumption
DNK,1991-Q2,110626.8,Consumption
DNK,1991-Q3,112009.5,Consumption
DNK,1991-Q4,111747.1,Consumption
DNK,1992-Q2,115219.3,Consumption
DNK,1994-Q3,127341.6,Consumption
DNK,2008-Q1,449961.4,GDP
DNK,2008-Q2,453471.1,GDP
DNK,2008-Q3,457642.9,GDP
DNK,2008-Q4,448645.5,GDP
DNK,2009-Q1,434496.3,GDP
DNK,2009-Q2,426852.7,GDP
DNK,2009-Q3,432308,GDP
DNK,2009-Q4,435871.9,GDP
DNK,2010-Q1,445377.9,GDP
DNK,2010-Q2,451394.1,GDP
DNK,2010-Q3,457997.7,GDP
DNK,2010-Q4,458126.1,GDP
DNK,2011-Q1,461957.8,GDP
DNK,2011-Q2,463220.8,GDP
DNK,2011-Q3,458384.1,GDP
DNK,2011-Q4,464968.4,GDP
DNK,2012-Q1,467540.6,GDP
DNK,2012-Q2,472945.3,GDP
DNK,2012-Q3,475337.4,GDP
DNK,2012-Q4,477114.7,GDP
DNK,2013-Q1,478359.9,GDP
DNK,2013-Q2,481842.4,GDP
DNK,2013-Q3,486396.5,GDP
DNK,2013-Q4,488956.4,GDP
DNK,2014-Q1,490443.2,GDP
DNK,2014-Q2,490914.9,GDP
DNK,2014-Q3,496525.5,GDP
DNK,2014-Q4,502377.6,GDP
DNK,2015-Q1,504223.6,GDP
DNK,2015-Q2,506154.8,GDP
DNK,2015-Q3,508358,GDP
DNK,2015-Q4,511469.4,GDP
DNK,2016-Q1,516627.5,GDP
DNK,2016-Q2,523204.1,GDP
DNK,2016-Q3,526174.1,GDP
DNK,2016-Q4,535514.5,GDP
DNK,2017-Q1,541217.3,GDP
DNK,2017-Q2,549764.2,GDP
DNK,2017-Q3,546795.2,GDP
DNK,2017-Q4,551812.5,GDP
